turn_id,source_stable_id,source_file,source_row_number,parliament_document_id,parliament_number,document_type,title,turn_index,speaker_candidate,speaker_member_id,speaker_identity_status,speaker_resolution_confidence,speech_text,source_selector,confidence,method,review_status,release_status,source_hash,validation_hash,notes,review_reason
nzhc-speech-turn-f68feafbfcadedc2,47HansD_20030408,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,56,47HansD_20030408,47,Hansard - daily,"Volume 607, Week 21 - Tuesday, 8 April 2003",1,Minister of Consumer Affairs,,unresolved,none,I move,47HansD_20030408#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,7828ab3c776a568e6a287d37c8fa9c9a808c3279cb5f75e66c638322e9c603d5,7ae05c45c95aa3abd021eec3dd886c28c46156af19cbdb15ff2c61ddbff7aa9a,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-91c7c6305ba1085d,47HansD_20040908_00000864,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,974,47HansD_20040908_00000864,47,Hansard - debate,General Debate,1,Counting for Something,,unresolved,none,Value Added By Voluntary Agencies,47HansD_20040908_00000864#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,eddb5af6d038a4d0d6d218134bc9a18613ace8b2b40561c1c77e0ef304637d99,53e4861b061bb50dd044edbcf8d5eb7f1abaa1676453915cb72989bcae1a4bbd,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-50f6f99a758c4d60,47HansD_20050727_00000486,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,2042,47HansD_20050727_00000486,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,Minister of Justice,,unresolved,none,Yes the Government will support sending this bill to a select committee. Whether section 59 should be repealed or amended is still an open question that can only benefit from wide public debate at a select committee.,47HansD_20050727_00000486#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,912dc5d9bd6b26f772baeea81fb4b466f5a5de70d22fa243fc2ab726dc6874f1,a9d960f2894267427177aca2798ffac59441868f2cee0119a551a5e5ffd1c47f,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-ff156cca7c8534b3,47HansD_20040330,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,2509,47HansD_20040330,47,Hansard - daily,"Volume 616, Week 53 - Tuesday, 30 March 2004",1,Minister of Justice,,unresolved,none,I move,47HansD_20040330#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,b9cf789e5e9d15b1f585758e4e312d734bf0bbb0cdd7aec66390a1a8dc5deab8,99ced66a2acf125154a469950f59968f246280e351293a93ec0b0f052dc1bb26,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-84e60ae25b41844b,47HansD_20041104,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,2939,47HansD_20041104,47,Hansard - daily,"Volume 621, Week 72 - Thursday, 4 November 2004",1,Prime Minister,,unresolved,none,The Prime Minister has suspended judgment on the financial dealings Mr Tamihere has had or is alleged to have had with the Waipareira Trust while they are the subject of inquiries.,47HansD_20041104#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,2a907f0d74830a5c0b67e5c085ec3206591ab0e8e25b163865b00f79f5f0f51e,cf6ea887ee07e808b5d831ca06c5697f961c2b4f9393c4356403fd6c89e35a43,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-89afbf16a3f17858,47HansS_20030904_00000211,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,3355,47HansS_20030904_00000211,47,Hansard - question,"Benson-Pope, David: Questions for Oral Answer — Questions to Ministers",1,Minister of State Services,,unresolved,none,The New Zealand public service has a long and proud tradition of public political neutrality. The Public Service Act of 1912 established the convention that the public service should be free of political interference or patronage. That convention has evolved over time but remains very relevant today.,47HansS_20030904_00000211#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,ff716cd359e026522a547b5b739e7d881490173115ebb38ad05960baaadaa3df,a04ffaab4869ae3022157dc731ce06061082d33dcb615ee3c7bd02e772b5f914,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-394ebb97e432cb1a,47HansS_20040331_00000176,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,3635,47HansS_20040331_00000176,47,Hansard - speech,"Cunliffe, David: Education (Disestablishment of Early Childhood Development Board) Amendment Bill — Second Reading, Instruction to Committee, In Committee, Third Reading",1,Minister of Education,,unresolved,none,I move,47HansS_20040331_00000176#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,ef89e4e18b702bf22a8657505d5a8b87c1f64f852b50cc14d0b5aa80b352f401,5c2fad8dd86ad0f1e3b3fae1852ffdcacccc8e96691d95a82d53f1546c642400,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-f341269662839863,47HansD_20050621,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,3738,47HansD_20050621,47,Hansard - daily,"Volume 627, Week 93 - Tuesday, 21 June 2005",1,Minister of Police,,unresolved,none,I am advised that the Commissioner of Police informed the Minister of Police of the May 2004 - May 2005 figures in early June. I am also advised that the issue of the number of abandoned general calls has been a concern to the commissioner and that he sought independent advice on the performance of the communications centres the results of which have recently been provided to the Government. The Government has allocated an additional $45 million to address the issues raised in the report.,47HansD_20050621#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,b3bb36c869c69fd4b4c1f9958c40027aaac434c9c429efb8ea42d59337bd6218,17affd5326239a1e46110a99b2f2017cec54128cde517707e429c3efbebf55a2,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-69de508cee2a0e98,47HansS_20040908_00000867,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,3800,47HansS_20040908_00000867,47,Hansard - speech,"Bradford, Sue: General Debate",1,Counting for Something,,unresolved,none,Value Added By Voluntary Agencies,47HansS_20040908_00000867#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,300085fa5ff02d0df85ee0f7836d1dd9adb16975be97fef2b65197efcf451fa9,d90aa4a18cef5c3f15bdc47b8104f3b4015921f976214e69dff94a8a00278f78,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-f2773617fb80be1f,47HansS_20050622_00000338,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,3896,47HansS_20050622_00000338,47,Hansard - question,"Beyer, Georgina: Questions for Oral Answer — Questions to Ministers",1,We Call it Home,,unresolved,none,A History of State Housing in New Zealand,47HansS_20050622_00000338#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,f67a7857ce2b742b7ec0342ddd293bfa6a2a0399e0f00eb2a3c26ceec6d370ae,6d71709e781a701c1f7ac22de85444ad110e0d81a2bdd42d5ce5e80bea6202c1,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-1c4bb0c1e7fc48d2,47HansD_20041104_00000130,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,5971,47HansD_20041104_00000130,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,Prime Minister,,unresolved,none,The Prime Minister has suspended judgment on the financial dealings Mr Tamihere has had or is alleged to have had with the Waipareira Trust while they are the subject of inquiries.,47HansD_20041104_00000130#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,8f40d22056375ec7d8983a79078e2c2706056a9796db6309aa36f54b2fb048e8,9c570c5125941e1cacc68602f7ffd30a73ad717178e46e9f8830a59023235a26,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-2566a18a90a2321e,47HansD_20041012,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6078,47HansD_20041012,47,Hansard - daily,"Volume 620, Week 70 - Tuesday, 12 October 2004",1,Minister of Local Government,,unresolved,none,What difficulties have arisen with the counting of STV ballots from the weekend’s local government elections and how long will this delay final results being announced?,47HansD_20041012#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,1c73a22c6cb84c52e9c1af839ad57b78143f95f85c96fc04900a6270f7fd942c,bf2d4f5a4badfa527bf01242ad4f770ceb792bd51201fb9bbab51bb8fd409d38,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-ada486346d4180f2,47HansD_20030701_00000026,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6559,47HansD_20030701_00000026,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,Minister of Maori Affairs,,unresolved,none,What reviews of Te Mangai Paho or its senior staff are being undertaken at present and what is the reporting timetable for each of those reviews?,47HansD_20030701_00000026#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,e2158a56b4268fb5dbd668282396abb9153850e456746745b61212ccf3c5961f,4c0d881cb7bdc205fbd6af53e27048a14f6446aa0037a239082bec497b21b085,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-d1e8a960a069c2a5,47HansD_20031008_00001082,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6744,47HansD_20031008_00001082,47,Hansard - debate,"Supreme Court Bill — Instruction to CommitteeCWH, In Committee, Speaker Recalled, In Committee, Speaker Recalled, In Committee",1,Mr SPEAKER,,unresolved,none,Hansard,47HansD_20031008_00001082#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,960e1691d7d771f462df11626c02b84c918b77072f0f68a9b661bd785a2df670,6ec6d4730813ff1d996b946ae0073ea07b2cfd1781f1ace39f7efe659f922df0,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-2be8deea657c66f2,47HansS_20041104_00000352,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6750,47HansS_20041104_00000352,47,Hansard - question,"Hide, Rodney: Questions for Oral Answer — Questions to Ministers",1,Prime Minister,,unresolved,none,The Prime Minister has suspended judgment on the financial dealings Mr Tamihere has had or is alleged to have had with the Waipareira Trust while they are the subject of inquiries.,47HansS_20041104_00000352#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,f91f7fc3226ecd43a7a35bca872ca9cd37a9c4e399949242a357db9af7ae3fa7,de892ef24454b53df78f9339fe81c2a928aee36737cc86769172427cbf04ee63,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-18b8f41f3fef2a12,47HansD_20040331,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6818,47HansD_20040331,47,Hansard - daily,"Volume 616, Week 53 - Tuesday, 30 March 2004(continued on Wednesday, 31 March 2004)",1,Minister of Education,,unresolved,none,I move,47HansD_20040331#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,6a53d56574a54d3e9c36a7eb30d42d0dfc49666961ec8fc675694348433195cb,571164bd883d8b18cf85daed7fc20cf29d9d0a8a4c3ac20e5e53b7104faa038b,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-bcaa843e89693b5b,47HansD_20030902,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,6866,47HansD_20030902,47,Hansard - daily,"Volume 611, Week 35 - Tuesday, 2 September 2003",1,Minister of Immigration,,unresolved,none,I move,47HansD_20030902#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,ff7862d61f1f696803367a20ea6b64cd71441cec4a5132ff6290a320f5f447d5,879cf95dac4267cdf9e421e51ae567dcbb1ef9d51f27d03b95e801e4a095b6c6,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-ba347e4a07056f1b,47HansD_20040325,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,7628,47HansD_20040325,47,Hansard - daily,"Volume 616, Week 52 - Thursday, 25 March 2004",1,Minister of Agriculture,,unresolved,none,No because we already have liability provisions now.,47HansD_20040325#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,f476c0030ca69f2bf26c9156f62820cac98dd4bd812e10e958c317fbd48919a3,8c67b63ecb5358c8e5647f92a9c3ce186de862dd7399d9929e062bf1ade4c23b,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-bc49a3ebeed0fdf0,47HansS_20040616_00000218,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,7767,47HansS_20040616_00000218,47,Hansard - question,"Fitzsimons, Jeanette: Questions for Oral Answer — Questions to Ministers",1,Radiation Emergency in the Port of Southampton,,unresolved,none,What to do if you live nearby.,47HansS_20040616_00000218#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,99d9fe9b8e6ce8c28bd11d8393039d097522ebc78ca3d64ce77e76ca2089bc4b,1cf85f44e08ace43d449877dbaa7c3ddb729a70e7d2d80e98a0926a165ab159c,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-435afd290bb6121a,47HansS_20040330_00001206,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,9130,47HansS_20040330_00001206,47,Hansard - speech,"Wilson, Margaret: Police Complaints Authority (Commission of Inquiry into Police Conduct) Amendment Bill — First Reading",1,Minister of Justice,,unresolved,none,I move,47HansS_20040330_00001206#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,4920016f81e4a272fff5a06790db9968e1d9eb1b496c845eca3accf167c9d046,f2473b4dc72218da152eec4cb73178af0ad331f07dce2675b7e65f93988eaafa,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-370cd6afe389aca3,47HansD_20050622_00000011,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,9169,47HansD_20050622_00000011,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,We Call it Home,,unresolved,none,A History of State Housing in New Zealand,47HansD_20050622_00000011#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,8d6540785295e63c6ca5e6d4abe75e42af63386f3a0c13f646071c4aa7a4178c,c1e542d07562c921be1b64eb0f87691f9292ad6acf61400c2e8f142905fe3bf8,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-ac1cfd4702253c92,47HansS_20040325_00000709,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,9261,47HansS_20040325_00000709,47,Hansard - question,"Ewen-Street, Ian: Questions for Oral Answer — Questions to Ministers",1,Minister of Agriculture,,unresolved,none,No because we already have liability provisions now.,47HansS_20040325_00000709#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,c581520df97c0e57313ba70b4e21da674da0c615f515a4ad5f92ad2be03d2b7a,3555413b79146e1570abdd7a6dbe9c11af4dceec39c8b4e79d7d61f3767695b3,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-fa637a6df903604d,47HansD_20041116,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,9986,47HansD_20041116,47,Hansard - daily,"Volume 621, Week 74 - Tuesday, 16 November 2004",1,Associate Minister of Education,,unresolved,none,Today I announced that the number of special education students receiving additional specialist teacher support and time will increase from 550 students to 1000 a year from next February. The Government is committing $18.3 million over the next 4 years to address the needs of students who are not adequately supported through existing initiatives such as the Ongoing and Reviewable Resourcing Scheme known as “ORRS”.,47HansD_20041116#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,9cbf396fe71b16345088cbf22f08227281029fcaf49a47c3e62e727da02e5da2,90cd6099da7ec3512168f3878ae88057a47bff168b0683fcf508b472cf24708b,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-9e6d47d5c1a84845,47HansD_20030904_00000010,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,10443,47HansD_20030904_00000010,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,Minister of State Services,,unresolved,none,The New Zealand public service has a long and proud tradition of public political neutrality. The Public Service Act of 1912 established the convention that the public service should be free of political interference or patronage. That convention has evolved over time but remains very relevant today.,47HansD_20030904_00000010#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,25da56096c2605eccdde3620dc616a229bc49c020a5b8315da802ca366e0fc70,ff82a35bfff381de1d3ea5af13da9c60fe521943a24f616ced32703bae7f912a,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-0a0f835c7a53cae9,47HansD_20040330_00001199,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,10535,47HansD_20040330_00001199,47,Hansard - debate,Police Complaints Authority (Commission of Inquiry into Police Conduct) Amendment Bill — First Reading,1,Minister of Justice,,unresolved,none,I move,47HansD_20040330_00001199#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,bf4f41393d7cbc73b31f01a4bbbcfcffcab7dc5e8018169f0766f1fc0718c463,1adba56a6f7bd2ef58b6698a83c63ad580447077fed7b420fdcfa7b15231b029,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-2177dbb0530d4eb0,47HansD_20030408_00000960,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,10789,47HansD_20030408_00000960,47,Hansard - debate,Fair Trading Amendment Bill (No 3) — Instruction to CommitteeCWH,1,Minister of Consumer Affairs,,unresolved,none,I move,47HansD_20030408_00000960#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,8019316e9d8d3a9ce635237b8b4b9c65071d40381f22effc033b53ead0766c64,07c2e3fd0bf9b54ded45e234d89f2c282d9d0fa7543d9e005a7188ba5a0d3ad9,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-08c05f41f8ce210f,47HansS_20041012_00000890,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,11205,47HansS_20041012_00000890,47,Hansard - question,"Smith, Nick: Questions for Oral Answer — Questions to Ministers, Urgent Questions, Questions to Members",1,Minister of Local Government,,unresolved,none,What difficulties have arisen with the counting of STV ballots from the weekend’s local government elections and how long will this delay final results being announced?,47HansS_20041012_00000890#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,9aa697d67fbdd4e9e977834147c7b0c7178326f0243935633cb57ae0910603d5,c4e314e0e15ebc8e7b3e6a5fd91aa33c9ac72527ad12eff6b2d70bd7ca0881fd,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-48e9d0502e59d100,47HansD_20050621_00000081,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,11361,47HansD_20050621_00000081,47,Hansard - debate,Questions for Oral Answer — Questions to Ministers,1,Minister of Police,,unresolved,none,I am advised that the Commissioner of Police informed the Minister of Police of the May 2004 - May 2005 figures in early June. I am also advised that the issue of the number of abandoned general calls has been a concern to the commissioner and that he sought independent advice on the performance of the communications centres the results of which have recently been provided to the Government. The Government has allocated an additional $45 million to address the issues raised in the report.,47HansD_20050621_00000081#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,33af7a1a584cfe750d7e315b2c60e8c9ebc0b2943aae9fb38c5dce69345b6681,784185f12255d3f4d54189e7e92d7aa7e69d3391e10cf70abde2a07c933fb855,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-992650d815754c3f,47HansD_20041012_00000061,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,11377,47HansD_20041012_00000061,47,Hansard - debate,"Questions for Oral Answer — Questions to Ministers, Urgent Questions, Questions to Members",1,Minister of Local Government,,unresolved,none,What difficulties have arisen with the counting of STV ballots from the weekend’s local government elections and how long will this delay final results being announced?,47HansD_20041012_00000061#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,cfad621768ac6297e00d60195e92a03bc90cd56b27c0fa8fee3d624eb64d983d,0b9b87ebb5c9a1f0d5d6d5b0074134720c1994ee3000dd14ee1b672a0b75a87d,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-cb626b6f7b251886,47HansS_20040617_00000263,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,11484,47HansS_20040617_00000263,47,Hansard - question,"Mark, Ron: Questions for Oral Answer — Questions to Ministers",1,Minister of Police,,unresolved,none,Yes the Minister saw a media release from the questioner but as the Commissioner of Police told the member yesterday safety of his staff is of paramount importance. Police are being provided with more extensive training and improved technology and safety equipment including link-line radios to ensure police are protected in what is sometimes a very dangerous job.,47HansS_20040617_00000263#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,b523129f66bc09fcceef2985605301dea1aafbb6d2854175e30130f7ac1350c9,0b970141ddbd11042e37e473fd14becad6b63c572a0c13e05036dcf5ec5f5e8b,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-0a55e6213ba67ac7,47HansS_20030902_00000892,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,12536,47HansS_20030902_00000892,47,Hansard - speech,"O'Connor, Damien: Immigration Amendment Bill — Instructions to CommitteeCWH, In Committee",1,Minister of Immigration,,unresolved,none,I move,47HansS_20030902_00000892#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,cd7ccff79f1f18ebece489395a6d07cb2dd9eee334fd32c27b8ef895f9bda11b,1f2a49365013cc5432bd7cf4bb1831489069d103b757e365aa4b1e769d3d5af7,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-bb5143c2692a8ad4,47HansD_20040331_00000075,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,12588,47HansD_20040331_00000075,47,Hansard - debate,"Education (Disestablishment of Early Childhood Development Board) Amendment Bill — Second Reading, Instruction to Committee, In Committee, Third Reading",1,Minister of Education,,unresolved,none,I move,47HansD_20040331_00000075#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,aa2a12933f621871eaad27b94c8203947564c2a193790c2881b4734677ea810a,d9a80ab56d16988615d77d8f1bf156c49ecb0085072c85ccef398b0caaba4d41,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-6d2d95784848c8e8,47HansD_20030701,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,12813,47HansD_20030701,47,Hansard - daily,"Volume 609, Week 29 - Tuesday, 1 July 2003",1,Minister of Maori Affairs,,unresolved,none,What reviews of Te Mangai Paho or its senior staff are being undertaken at present and what is the reporting timetable for each of those reviews?,47HansD_20030701#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,98e367b88d2323987b8100bbc0e4698d862831271f136d845f97bdf7db9f49f2,907efbd0d63aa7761a3f7885d820beec7895754387d5c711602076bfd85148d1,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-524e5cde39acf2e8,47HansD_20050517,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,13974,47HansD_20050517,47,Hansard - daily,"Volume 625, Week 89 - Tuesday, 17 May 2005",1,Associate Minister of Justice,,unresolved,none,I move,47HansD_20050517#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,d005b77d1040c20cdb560e8656e0d5b6b624722135d46a99ef02ad01fb454835,93a60790cdfad28ba6f68771657bfbdef75a52d6f15275ef620e5b7bafa7c46e,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-718607719356a977,47HansD_20050517,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,13974,47HansD_20050517,47,Hansard - daily,"Volume 625, Week 89 - Tuesday, 17 May 2005",2,Associate Minister of Justice,,unresolved,none,In which case I move,47HansD_20050517#turn-2,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,e599da49af51d0aedc9bf04b3eaa305b3ee3d986731b6c74b106865b6874db51,b0b96635f7270e2fee2baefab84efc029dff27fc43f143669b4b473bf3d9ad2f,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-7c300e71d0aa5fa8,47HansS_20031008_00002096,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,14188,47HansS_20031008_00002096,47,Hansard - speech,"Cullen, Michael: Supreme Court Bill — Instruction to CommitteeCWH, In Committee, Speaker Recalled, In Committee, Speaker Recalled, In Committee",1,Mr SPEAKER,,unresolved,none,Hansard,47HansS_20031008_00002096#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,1a6b0656ec99fd75762c56f1b4a78b2ebc5b0d7d8b38c0f0419e1da5aabc6c7a,8903ce6e0da24d4afcc58a288e741cb7b59fe8b3ccb66096fd3c2d31aca5a6c7,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-4549140673fe9735,47HansS_20041116_00000658,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,14320,47HansS_20041116_00000658,47,Hansard - question,"Robertson, H V Ross: Questions for Oral Answer — Questions to Ministers",1,Associate Minister of Education,,unresolved,none,Today I announced that the number of special education students receiving additional specialist teacher support and time will increase from 550 students to 1000 a year from next February. The Government is committing $18.3 million over the next 4 years to address the needs of students who are not adequately supported through existing initiatives such as the Ongoing and Reviewable Resourcing Scheme known as “ORRS”.,47HansS_20041116_00000658#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,5e379c6a65b351f5d2af21d26225ad55232eac7d92b125f632f764bd91d09a64,76565fbece4ad39037e790364a734788d6fc69a70e4081bb0105dec74cd5c866,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-2e6874a3b586623a,47HansD_20030904,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,14555,47HansD_20030904,47,Hansard - daily,"Volume 611, Week 35 - Thursday, 4 September 2003",1,Minister of State Services,,unresolved,none,The New Zealand public service has a long and proud tradition of public political neutrality. The Public Service Act of 1912 established the convention that the public service should be free of political interference or patronage. That convention has evolved over time but remains very relevant today.,47HansD_20030904#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,b9ad7f255a69abedbd83ef4f763583827591014a51f7c7b7bda2cbc81586db49,d7e181ededbf2872ee741e0b5589e99fba511732cee8a77b59e96bc30cec9d7d,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
nzhc-speech-turn-057aaa0e93442917,47HansD_20031008,2024-09-06 Hansard Extract from DocumentsDB/Hansard-47.csv,14677,47HansD_20031008,47,Hansard - daily,"Volume 612, Week 38 - Wednesday, 8 October 2003",1,Mr SPEAKER,,unresolved,none,Hansard,47HansD_20031008#turn-1,medium,tab_colon_marker_v1,needs-review,blocked-pending-validation,1872ced41f45f4e13629ffb13ed488ef57b1ca683df24634704456bdd0d7c3c6,7fde8af01e8d2cdc89424af2cfb068804ca9216f3e722676bd5e4fe63114266b,Speaker candidate did not match the triangulated member authority and is routed to agent-review fallback.,unresolved
